Identifier,Resource_no,Collection_Title
aspace_ref33_28l,187374,"Ellington Field Master Plan Studies,"
aspace_ref34_yty,187375,"Houston Airport System Economic Impact Study,"
aspace_ref54_qix,187395,"AFHRA Microfilm reel, B2175, Ellington Field historical records,"
aspace_ref59_h2h,187400,"National Guard magazine, 50th anniversary issue,"
aspace_ref65_2z2,187406,"Articles, newsclippings,"
aspace_ref558_ffl,187897,"Book, <title render=""italic"">Granville, Tales and Tail Spins from a Flyer's Diary</title>,"
aspace_ref563_trq,187902,"Book, <title render=""italic"">Ellington Air Force Base Class 53-16, 3605th Observer Training Group</title>,"
aspace_ref565_mrv,187903,"Magazine, ""Yank,"" Middle Pacific Edition,"
aspace_ref196_s6g,189136,"Roy and Camille Brown at Camp Stotsenberg,"
aspace_ref16_im7,190408,"Atlas Deco Corp.,"
aspace_ref17_gvv,190409,"Atlas Deco Corp.,"
aspace_ref18_4dv,190410,"Atlas Deco Corp.,"
aspace_ref19_84c,190411,"Atlas Deco Corp.,"
aspace_ref20_t8u,190412,"Atlas Deco Corp.,"
aspace_ref21_wkn,190413,"Bradco,"
aspace_ref22_r3z,190414,"Bradco,"
aspace_ref23_hpp,190415,"Bradco,"
aspace_ref24_0at,190416,"Bradco,"
aspace_ref25_7y5,190417,"Bradco,"
aspace_ref26_kwm,190418,"Casa Edison SA-financial records,"
aspace_ref36_vj1,190428,"Harris Masterson Interiors,"
aspace_ref58_vo8,190449,"Accounts payable,"
aspace_ref61_aqn,190452,"Christmas cards,"
aspace_ref73_v2p,190464,"Tax return,"
aspace_ref82_vee,190472,"Institute of Food Technologists,"
aspace_ref84_gxp,190474,"Market survey, London trip,"
aspace_ref87_kwt,190477,"Price list,"
aspace_ref91_m3i,190481,"R.O. Industries,"
aspace_ref262_ihj,190651,"Ledger sheets,"
aspace_ref264_2eg,190653,"Tax returns,"
aspace_ref265_hic,190654,"Tax returns,"
aspace_ref266_11z,190655,"Tax returns,"
aspace_ref267_wjn,190656,"Tax returns,"
aspace_ref268_ux1,190657,"Tax returns,"
aspace_ref311_bjg,190698,"Insurance,"
aspace_ref312_1l3,190699,"Insurance,"
aspace_ref314_96p,190701,"Inventory,"
aspace_ref315_q7x,190702,"Inventory,"
aspace_ref316_cop,190703,"Inventory,"
aspace_ref317_1pk,190704,"Inventory,"
aspace_ref318_u12,190705,"Inventory,"
aspace_ref328_f60,190715,"Shipment to NYC,"
aspace_ref333_vev,190720,"Slips Diamond Corp.,"
aspace_ref334_w4n,190721,"Slips Diamond Corp.,"
aspace_ref335_sjk,190722,"Slips Diamond Corp.,"
aspace_ref336_akf,190723,"Slips Diamond Corp.,"
aspace_ref337_7c3,190724,"Slips Diamond Corp.,"
aspace_ref338_wus,190725,"Slips Diamond Corp.,"
aspace_ref340_gxs,190727,"Taxes,"
aspace_ref341_kru,190728,"Taxes, Excise,"
aspace_ref347_mc2,190734,"Accounts records,"
aspace_ref348_o5g,190735,"Accounts records,"
aspace_ref360_2zw,190744,"Hodgkins Disease Research Center,"
aspace_ref361_tb4,190745,"Hodgkins Disease Research Center,"
aspace_ref366_8kx,190750,"Museum of Fine Arts, Houston,"
aspace_ref367_3zt,190751,"Museum of Fine Arts, Houston,"
aspace_ref374_9g6,190757,"Committee, donor, Council lists,"
aspace_ref375_aqq,190758,"Publications,"
aspace_ref376_dhd,190759,"Correspondence,"
aspace_ref377_hoy,190760,"Minutes, reports,"
aspace_ref378_47m,190761,"Correspondence,"
aspace_ref379_gwh,190762,"Reports,"
aspace_ref380_2ni,190763,"Reports,"
aspace_ref381_bvu,190764,"Correspondence,"
aspace_ref382_uom,190765,"Reports,"
aspace_ref383_zae,190766,"Correspondence,"
aspace_ref384_w05,190767,"Reports,"
aspace_ref385_8fn,190768,"Correspondence,"
aspace_ref386_fcu,190769,"Reports,"
aspace_ref387_273,190770,"Correspondence,"
aspace_ref388_55n,190771,"Reports,"
aspace_ref389_d79,190772,"Correspondence,"
aspace_ref390_siy,190773,"Reports,"
aspace_ref391_7re,190774,"Correspondence,"
aspace_ref392_469,190775,"Reports,"
aspace_ref393_q0n,190776,"Reports,"
aspace_ref394_3fp,190777,"Correspondence,"
aspace_ref395_3dt,190778,"Reports,"
aspace_ref399_43m,190779,"<title render=""italic"">Arizona Highway</title>: <title render=""italic"">True West</title>: <title render=""italic"">Texas Parade</title>: <title render=""italic"">Proceedings of The Southwest Conference</title>: <title render=""italic"">The Southwestern Historical Quarterly</title>: Vol. XLIV,"
aspace_ref407_va0,190787,"<title render=""italic"">The Roadrunner in Fact and Folk-Lore</title>,"
aspace_ref409_umv,190789,"<title render=""italic"">Texas Literary Quarterly</title>,"
aspace_ref410_chd,190790,"<title render=""italic"">Zane Grey's Western</title>,"
aspace_ref412_hcd,190792,"<title render=""italic"">Bigfoot Wallace and the Hickory Nuts</title>,"
aspace_ref413_rh3,190793,"<title render=""italic"">Bob Moore</title>,"
aspace_ref414_ump,190794,"<title render=""italic"">The Alamo's Immortalization of Words/Old Alf</title>,"
aspace_ref415_397,190795,"<title render=""italic"">The Seven Mustangs</title>,"
aspace_ref416_ccc,190796,"<title render=""italic"">Charm in Mexican Folktales</title>,"
aspace_ref417_vyq,190797,"<title render=""italic"">Wild and Free</title>,"
aspace_ref418_f2e,190798,"<title render=""italic"">A Plot of Earth</title>,"
aspace_ref420_aju,190800,"<title render=""italic"">His Looks and My Ways Would Hang Any Man</title>,"
aspace_ref422_msw,190802,"<title render=""italic"">The Archives Wars of Texas</title>,"
aspace_ref423_lap,190803,"<title render=""italic"">Tom Gilroy's Fiddler</title>,"
aspace_ref424_2mw,190804,"<title render=""italic"">Storytellers I Have Known</title>,"
aspace_ref425_g7q,190805,"<title render=""italic"">A Schoolteacher in Alpine</title>,"
aspace_ref426_eo9,190806,"<title render=""italic"">Hunting Cousin Sally</title>,"
aspace_ref433_g2d,190812,"<title render=""italic"">Galveston Daily News</title> articles,"
aspace_ref434_lml,190813,"<title render=""italic"">Houston Post</title> column,"
aspace_ref435_x3g,190814,"<title render=""italic"">Houston Post</title> column,"
aspace_ref436_gea,190815,"<title render=""italic"">Houston Post</title> column,"
aspace_ref437_jbo,190816,"<title render=""italic"">Houston Post</title> column,"
aspace_ref438_boy,190817,"<title render=""italic"">Houston Post</title> column,"
aspace_ref439_evk,190818,"<title render=""italic"">Houston Post</title> column,"
aspace_ref440_fjh,190819,"<title render=""italic"">Houston Post</title> column,"
aspace_ref441_edq,190820,"<title render=""italic"">Houston Post</title> column,"
aspace_ref442_0ih,190821,"<title render=""italic"">Houston Post</title> column,"
aspace_ref443_e9e,190822,"<title render=""italic"">Houston Post</title> column,"
aspace_ref464_y5b,190841,"Original manuscript,"
aspace_ref756_llk,190939,"Masterson, H. Birdsall-corresp.,"
aspace_ref650_lws,191006,"Harris Masterson, III/Elizabeth M. Devine,"
aspace_ref651_h0j,191007,"Libbie J. Masterson/Elizabeth Masterson,"
aspace_ref652_f20,191008,"Libbie J. Masterson/Elizabeth Masterson,"
aspace_ref653_oye,191009,"Elizabeth M. Devine/Libbie J. Masterson,"
aspace_ref654_rfl,191010,"Harris Masterson, III <title render=""doublequote"">Boss</title>/Stewart G. <title render=""doublequote"">Toop</title> Masterson,"
aspace_ref655_69g,191011,"Harris Masterson, III/John (J.C. Jr.) Masterson,"
aspace_ref656_9tv,191012,"Harry/Stewart/John Masterson,"
aspace_ref658_c4g,191014,"Elizabeth Masterson/Neill T. Masterson,"
aspace_ref659_jy8,191015,"Neill T. Masterson, Jr./Libbie J. Masterson,"
aspace_ref660_vbi,191016,"Harris Masterson, III/Libbie J. Masterson,"
aspace_ref661_hq7,191017,"Harris Masterson, III/Elizabeth Masterson,"
aspace_ref690_4jy,191043,"Outgoing,"
aspace_ref691_qf9,191044,"Outgoing,"
aspace_ref692_3i6,191045,"Incoming,"
aspace_ref693_0cj,191046,"Outgoing,"
aspace_ref694_1va,191047,"Outgoing,"
aspace_ref695_sgc,191048,"Incoming,"
aspace_ref696_hvh,191049,"Outgoing,"
aspace_ref697_3yz,191050,"Incoming,"
aspace_ref698_wpp,191051,"Outgoing,"
aspace_ref699_zog,191052,"Incoming,"
aspace_ref700_8ql,191053,"Outgoing,"
aspace_ref701_shu,191054,"Incoming,"
aspace_ref702_2kf,191055,"Outgoing,"
aspace_ref703_zhr,191056,"Incoming,"
aspace_ref706_c8i,191058,"Books,"
aspace_ref708_ydl,191060,"Donations,"
aspace_ref709_k2s,191061,"Donations,"
aspace_ref710_34g,191062,"Donations,"
aspace_ref711_lqn,191063,"Donations,"
aspace_ref712_4c4,191064,"Donations,"
aspace_ref713_j9v,191065,"Donations,"
aspace_ref723_wbg,191075,"Taxes,"
aspace_ref724_pt8,191076,"Taxes,"
aspace_ref725_ca8,191077,"Taxes,"
aspace_ref731_zo9,191081,"Bills, statements,"
aspace_ref773_dyf,191101,"Abbott, Mrs. I.N.,"
aspace_ref774_ljt,191102,"Aboue  Lobit,"
aspace_ref777_yzm,191105,"Casey, W.F.,"
aspace_ref778_evj,191106,"Chilton, Horace,"
aspace_ref780_rda,191108,"Columbian National Life Insurance Co.,"
aspace_ref781_73s,191109,"[TX] Comptroller's Office,"
aspace_ref782_9c3,191110,"Crews  Candwell,"
aspace_ref783_ozm,191111,"Crusel, J.E.,"
aspace_ref785_pnc,191113,"Dance, H.P.,"
aspace_ref786_qh7,191114,"Dean, George W.,"
aspace_ref787_2aq,191115,"Duff, F.J.,"
aspace_ref796_n50,191124,"Hardin, C.E.,"
aspace_ref797_sh7,191125,"Hargrave, E.C.,"
aspace_ref798_hdb,191126,"Hargrove,"
aspace_ref799_zb5,191127,"Harlan, L.M.,"
aspace_ref800_l83,191128,"Harlan, Z.I.,"
aspace_ref801_or1,191129,"Harper  Bros.,"
aspace_ref803_afz,191131,"Houston Title Guaranty Co.,"
aspace_ref804_qla,191132,"Houston Town Lot  Improvement Co.,"
aspace_ref812_2jb,191140,"Lovejoy, Jno.,"
aspace_ref813_kk3,191141,"Lowry, M.W.,"
aspace_ref814_h8u,191142,"Lubbock, J.L.,"
aspace_ref815_m12,191143,"Lubbock, T.S.,"
aspace_ref816_ebp,191144,"Lucas, A.T.,"
aspace_ref817_iub,191145,"Luckel, L.C.,"
aspace_ref818_2fh,191146,"Lucy, James E.,"
aspace_ref819_99g,191147,"Luhn, R.E.,"
aspace_ref820_gee,191148,"Lunn, D.L.,"
aspace_ref821_tqa,191149,"Luse, R.G.,"
aspace_ref823_p19,191151,"Magill Bros.,"
aspace_ref824_2ka,191152,"Magstaff  Davidson,"
aspace_ref825_2r4,191153,"Mahorner, M.,"
aspace_ref826_ntb,191154,"Mansfield, H.P.,"
aspace_ref827_ox8,191155,"Marett,"
aspace_ref829_ujz,191157,"Marshall, E.J..,"
aspace_ref830_2j1,191158,"Marshall, H.E.,"
aspace_ref831_jtj,191159,"Marshall, S.W.,"
aspace_ref832_mhb,191160,"Marshburn, L.H.,"
aspace_ref833_lfq,191161,"Marston, Chester,"
aspace_ref834_93h,191162,"Martin, Cal,"
aspace_ref835_ckx,191163,"Martin, Chas. E.,"
aspace_ref836_8xn,191164,"Martin, E.L.,"
aspace_ref837_anu,191165,"Martin, Eloise,"
aspace_ref838_q4z,191166,"Martin, J.A.,"
aspace_ref839_jns,191167,"Martin, Leah,"
aspace_ref840_xrq,191168,"Martin, Mary,"
aspace_ref841_qvi,191169,"Martin, O.P.,"
aspace_ref842_8zj,191170,"Martin, S.F.,"
aspace_ref844_pi7,191172,"Martin, Will,"
aspace_ref845_96c,191173,"Martin, W.C.,"
aspace_ref846_2tu,191174,"Martindale, A.B.,"
aspace_ref847_rak,191175,"Maryland Trust Co.,"
aspace_ref848_ipw,191176,"Marymee, Lucy L.,"
aspace_ref849_t66,191177,"Maskemp Gas  Oil Co.,"
aspace_ref850_bwf,191178,"Mason, Delta,"
aspace_ref851_03g,191179,"Mason, Notie H.,"
aspace_ref852_5sw,191180,"Mason, Rankin,"
aspace_ref853_817,191181,"Mason, S.G.,"
aspace_ref855_qy0,191183,"Masterson, Branch T.,"
aspace_ref858_o0o,191186,"McKie  Autry,"
aspace_ref859_sj9,191187,"McMahon estate,"
aspace_ref860_ubz,191188,"Mexican Claims Adjustment Co.,"
aspace_ref861_zxz,191189,"Miller, Mark,"
aspace_ref865_iqx,191193,"Mooney  Mann,"
aspace_ref866_3s3,191194,"Morgan, John,"
aspace_ref867_7qs,191195,"Mortgage Trust Co. of St. Louis,"
aspace_ref874_278,191202,"Pickett, E.B. Jr.,"
aspace_ref901_20a,191228,"Citations/petitions,"
aspace_ref903_b5b,191230,"Company contracts: releases, transfers,"
aspace_ref912_o9x,191239,"Harlingen Land  Water Co.-deeds, tax receipts, releases, transfers,"
aspace_ref913_vsm,191240,"Harlingen Land  Water Co.-releases, trust deeds, agreements, sales,"
aspace_ref918_zk3,191245,"Harris, June C., Attorney, Nacogdoches, TX-corresp. Re: land grants,"
aspace_ref935_o2o,191262,"Politics-Brazoria Co.,"
aspace_ref942_6n5,191269,"Releases, agreements, transfers, wills, bills of sale,"
aspace_ref957_h45,191283,"Eleanor Gallian league sale,"
aspace_ref958_xrx,191284,"Charles E. Groce vs. NY  TX Land Co. Ltd.,"
aspace_ref959_gge,191285,"A.Z. Palmer vs. Mrs. M.A. Preston,"
aspace_ref960_6xv,191286,"George C. Greer vs. Houston Oil Co.,"
aspace_ref961_zuz,191287,"Lawrence/Katherine Hyde vs. William P.H. McFaddin,"
aspace_ref962_yzn,191288,"Thos. Anderson vs. A.F. Lucas,"
aspace_ref963_mqp,191289,"W.C. Corbett vs. J.D. McGregor,"
aspace_ref964_9lo,191290,"Taylor to Travis  Jones Power of Attorney,"
aspace_ref965_xml,191291,"W.C. Corbett vs. J.D. McGregor,"
aspace_ref966_vkp,191292,"Flack vs. Olcese,"
aspace_ref967_pb9,191293,"A.E. Masterson vs. Scottish American Mortgage Co. Ltd.,"
aspace_ref968_gmu,191294,"Kelley Island Lime  Transport Co. vs. H. Masterson,"
aspace_ref969_idy,191295,"C.J. McCarty vs. W.B. Turner,"
aspace_ref970_b1a,191296,"H. Masterson vs. H. Pratt,"
aspace_ref971_s6w,191297,"H.H. Levering vs. A.P. Root,"
aspace_ref972_xjr,191298,"Emma F. Hudson matter,"
aspace_ref973_nrn,191299,"Houston Town Lot  Improvement Co. Matters,"
aspace_ref974_9xv,191300,"Texas Portland Cement Co. Bankruptcy,"
aspace_ref975_ff1,191301,"Kirkland Morrow Co. vs. Texas Tie  Lumber Co.,"
aspace_ref976_c53,191302,"H. Masterson vs. W.A. Summerall,"
aspace_ref977_ecw,191303,"H.L. Trammell vs. T.L. Larkin,"
aspace_ref978_br1,191304,"Adelia Donovant vs. J.A. Robertson,"
aspace_ref979_065,191305,"James T. McGee, Sr., vs. Mary Meitzen,"
aspace_ref980_zbf,191306,"H. Masterson vs. W.C. Josey,"
aspace_ref981_gna,191307,"J.D. Davis vs. J.W. Smith,"
aspace_ref982_wse,191308,"Somerville  Robinson Power of Attorney,"
aspace_ref983_iep,191309,"T.L. Larkin vs. M.D. Skinner,"
aspace_ref984_d19,191310,"H. Masterson vs. John H. Broock,"
aspace_ref985_yio,191311,"W.S. Hart matters,"
aspace_ref987_u4a,191313,"Elliott Cage vs. C.G. Stille,"
aspace_ref988_9oe,191314,"Jesse L. Patton vs. Mike Butler,"
aspace_ref989_gup,191315,"Downey Bros. vs. W.C. McLaughlin,"
aspace_ref990_vmz,191316,"Perry Mack vs. Western Union Telegraph Co.,"
aspace_ref991_u3m,191317,"H. Masterson vs. Katherine Carrington,"
aspace_ref992_c2e,191318,"E.P. Gailey vs. S.Z. Thompson,"
aspace_ref993_9wg,191319,"W.H. Miller vs. A.B. Mayes,"
aspace_ref994_7ap,191320,"H. Masterson vs. Sylvester Oppice,"
aspace_ref995_ypp,191321,"Geo. N. Phelps vs. H.D. Applegate,"
aspace_ref996_xyt,191322,"A.B. Green vs. A.G. Kennedy,"
aspace_ref997_fkc,191323,"Geo. Hamman vs. Scherer  Engelhardt,"
aspace_ref998_3lc,191324,"Elliott Cage vs. H.P. Weir,"
aspace_ref999_i6o,191325,"George A. Hill matters,"
aspace_ref1000_uff,191326,"R.A. Lee vs. Southwestern Telegraph  Telephone Co.,"
aspace_ref1001_veg,191327,"Houston, Smallwood  Co. matters,"
aspace_ref1002_wsn,191328,"Hattie Fain vs. Fred A. Larson,"
aspace_ref1003_qui,191329,"Boone Gross vs. A.C. Allen,"
aspace_ref1004_oup,191330,"H.F. Pitstick vs. T.H. Mims,"
aspace_ref1005_17u,191331,"Cravens  Cage vs. J.A. Johnson,"
aspace_ref1006_qcl,191332,"Rice Institute vs. John Belden,"
aspace_ref1007_08c,191333,"Jeff Chapman vs. R.S. Davidson,"
aspace_ref1008_ry6,191334,"P.J. Duffy vs. L. Gus Mueller,"
aspace_ref1009_db0,191335,"W.A. Smith vs. Perry Appel,"
aspace_ref1010_4en,191336,"W.C. Corbett vs. J.D. McGregor,"
aspace_ref1011_sxm,191337,"Washington Co. State Bank vs. Central Bank  Trust,"
aspace_ref1012_37m,191338,"W.V. McMaster vs. A.C. Allen,"
aspace_ref1013_mmg,191339,"H. Masterson vs. W.C. Corbett,"
aspace_ref1014_1fc,191340,"H. Hamilton vs. Geo. A.Hill,"
aspace_ref1015_ut0,191341,"W.V. McMasters vs. A.C. Allen,"
aspace_ref1016_b3y,191342,"H.C. House vs. Bassett Blakely,"
aspace_ref1017_xtm,191343,"H. Masterson vs. E.E. Guthrie,"
aspace_ref1018_hmc,191344,"MS Valley Trust Co. vs. Hill Sugar Co.,"
aspace_ref1019_t3n,191345,"Choctaw Indian matter,"
aspace_ref1020_x4v,191346,"State of Texas vs. W.E. Gerlach,"
aspace_ref1021_bv5,191347,"George Grimes vs. J.E. Stevenson,"
aspace_ref1022_x9b,191348,"W.G. Ragley vs. Houston Oil Co. of TX,"
aspace_ref1023_10b,191349,"Richard Rodgers vs. F.E. Pye,"
aspace_ref1024_31g,191350,"Bayou City Realty Co., vs. T.P. Converse,"
aspace_ref1025_cgb,191351,"Hadie Council vs. Samuel C. Collins,"
aspace_ref1026_3nl,191352,"H. McKee vs. Elliott Cage,"
aspace_ref1027_3nm,191353,"F.H. Earl vs. C.J. Rogers,"
aspace_ref1028_95e,191354,"John Cayron vs. H. Masterson,"
aspace_ref1029_f8p,191355,"Smithers vs. Cordon,"
aspace_ref1030_cgn,191356,"O.M. Davis vs. T.P. Converse,"
aspace_ref1031_yd2,191357,"H. Masterson vs. Chas. Gostick,"
aspace_ref1032_bx7,191358,"City of Houston vs. Texas Town Lot  Improvement Co.,"
aspace_ref1033_6lx,191359,"Z.J. Green vs. Texas Town Lot  Improvement Co.,"
aspace_ref1034_33c,191360,"State of Texas vs. Bernard River Land Development Co.,"
aspace_ref1035_hy5,191361,"M.J. Ruggles vs. Bayou City Realty Co.,"
aspace_ref1036_yae,191362,"R.C. Stanley notes,"
aspace_ref1037_vw7,191363,"E.V.Ley Co. vs. Terrie Ferrell,"
aspace_ref1038_4pm,191364,"Neill T. Masterson vs. F.A. Goldapp,"
aspace_ref1039_sto,191365,"Mountain Townsite Co. matters,"
aspace_ref1040_8qv,191366,"N.T. Masterson vs. C.L. Hume,"
aspace_ref1041_27c,191367,"Harlingen Land  Water Co. matters,"
aspace_ref1042_y7f,191368,"H. Masterson vs. John Hale,"
aspace_ref1043_n7j,191369,"C.G.W. Cline vs. Jeff Chapman,"
aspace_ref1044_yw7,191370,"St. Paul Fire  Marine Insurance Co. vs. C. Malone,"
aspace_ref1045_7i4,191371,"Elliott Cage vs. Houston Electric Co.,"
aspace_ref1046_32l,191372,"Harlingen Land  Water Co. vs. Colorado Laundry,"
aspace_ref1047_df8,191373,"Harlingen Land  Water Co. matters,"
aspace_ref1048_ur8,191374,"Texas Town Lot  Improvement Co. vs. Alexander Sessums,"
aspace_ref1049_0f3,191375,"Norman Kittrell, Jr. vs. City of Houston,"
aspace_ref1050_e4q,191376,"Security Trust Co. of Houston vs. Lon C./Gordon Hill,"
aspace_ref1051_7fr,191377,"First Mortgage Trust Co. vs. Louisiana Land  Pecan Co.,"
aspace_ref1052_54k,191378,"Norman Kittrell, Jr. vs. Dickson Car Wheel Co.,"
aspace_ref1053_0fu,191379,"Cravens  Cage vs. O.S. Cummings,"
aspace_ref1054_6ew,191380,"Lon C. Hill/Hill Sugar Co. matters,"
aspace_ref1055_90f,191381,"City of Houston vs. E.B. Ramsey,"
aspace_ref1056_plz,191382,"H. Masterson vs. Tibbitt/Gilmore/Chapman,"
aspace_ref1057_bm7,191383,"B.L. Johnson vs. H. Masterson,"
aspace_ref1058_mtx,191384,"Jas. L. McMahon estate,"
aspace_ref1059_ftp,191385,"Geo. F. Horton vs. L.H. Wallis,"
aspace_ref1060_562,191386,"Ira T. Keeney vs. Texana M. Nichols,"
aspace_ref1061_orl,191387,"Cravens  Cage vs. W.E. Hummel,"
aspace_ref1062_ddo,191388,"H. Masterson vs. J.M. Mothershed,"
aspace_ref1063_9t3,191389,"Abbie Belding vs. W.A. Smith,"
aspace_ref1064_zzq,191390,"Theo. Noel vs. B.H. Wisdom,"
aspace_ref1065_p2g,191391,"James L. McMahon estate,"
aspace_ref1066_d6x,191392,"H. Masterson vs. Kirk Bros.,"
aspace_ref1067_xyk,191393,"Henry Potts vs. St. Paul Fire  Marine Insurance Co.,"
aspace_ref1068_jsn,191394,"S.N. Bentley vs. South Dakota Texas Oil Co.,"
aspace_ref1069_6je,191395,"Chas. O. Austin vs. Mark Weiss estate,"
aspace_ref1070_3jb,191396,"John Desmon vs. Cobb  Gregory,"
aspace_ref1071_yhz,191397,"Hulda Hanna vs. R.T. Mulcahy,"
aspace_ref1072_f8v,191398,"Ludtke Power of Attorney,"
aspace_ref1073_qc4,191399,"A. Franklin Sittig vs. Fred Martin,"
aspace_ref1074_6s3,191400,"South Texas Development Co. vs. Wm. Prater heirs,"
aspace_ref1075_i5j,191401,"Bureau of National Literature vs. M.M. Roensch,"
aspace_ref1076_9h2,191402,"Humble Pipe Line Co. vs. Cage,"
aspace_ref1077_ge4,191403,"Frank Williford, Jr. vs. Elliott Cage,"
aspace_ref1078_55g,191404,"Elliott Cage vs. Ella Jackson,"
aspace_ref1079_c9s,191405,"J.O. Davis vs. Jno. H. Broocks,"
aspace_ref1080_y20,191406,"James W. Roberts vs. T.P. Converse,"
aspace_ref1081_lpe,191407,"Chamberlin Cartridge  Target Co. vs. Houston Gun Club,"
aspace_ref1082_zae,191408,"Union National Bank vs. Bassett Blakely,"
aspace_ref1083_4vk,191409,"E.T. Chew vs. Edward L. Benson,"
aspace_ref1084_hvu,191410,"W.T. Smith vs. Humphrey Sherman,"
aspace_ref1085_8nn,191411,"W.B. Adams' heirs vs. C. Bender, Sr.,"
aspace_ref1086_urk,191412,"F. Thompson vs. Wm. Olschewske,"
aspace_ref1087_x9m,191413,"C.D. Eison vs. W.H. Perkins,"
aspace_ref228_j95,191549,"Subseries C. Social Service,"
aspace_ref460_bxu,191974,"Thomas G. Frost and Edward L. Frost, <emph render=""italic"">Frost Family in England and America </emph>(Buffalo,"
aspace_ref464_w56,191978,"<emph render=""italic"">Holy Bible </emph>(New York, American Bible Society,"
aspace_ref465_77e,191979,"<emph render=""italic"">Holy Bible </emph>(Hartford, Andrus and Judd,"
aspace_ref466_a4h,191980,"<emph render=""italic"">New Testament </emph>(New York, American and Foreign Bible Society,"
aspace_ref265_vbf,192423,"Architecture, Dean of - Lars Lerup,"
aspace_ref266_f4b,192451,"Engineering, Dean of - Michael Carroll,"
aspace_ref267_03n,192462,"Humanities, Dean of - Meredith Skura,"
aspace_ref268_g3v,192463,"Humanities, Dean of - Allen Matusow,"
aspace_ref269_5a7,192472,"Natural Sciences, Dean of - James Kinsey,"
aspace_ref270_u4m,192482,"Social Sciences, Dean of - James Pomerantz,"
aspace_ref14_ch8,192506,"Series I: Francis C. Burnand Punch magazine correspondence,"
aspace_ref19_eo3,192561,"Grace Barbee to Mrs. W. Barbee,"
aspace_ref22_k9x,192564,"Benjamin Disraeli to C. W. Clubbe,"
aspace_ref30_8wn,192572,"Mary Anne Disraeli to C. W. Clubbe,"
aspace_ref37_yhm,192579,"Benjamin Disraeli to C. W. Clubbe,"
aspace_ref44_q7k,192586,"Mary Anne Disraeli to C. W. Clubbe,"
aspace_ref45_gdx,192587,"Benjamin Disraeli to C. W. Clubbe,"
aspace_ref55_tcl,192596,"Benjamin Disraeli to C. W. Clubbe,"
aspace_ref62_v71,192603,"Mary Anne Disraeli to C. W. Clubbe,"
aspace_ref63_7ks,192604,"Sir Charles Fremantle to C. W. Clubbe,"
aspace_ref64_6i3,192605,"Mary Anne Disraeli to C. W. Clubbe,"
aspace_ref65_2yt,192606,"Lady Beaconsfield (Mary Anne Disraeli) to C. W. Clubbe,"
aspace_ref66_wni,192607,"Lady Beaconsfield (Mary Anne Disraeli) to C. W. Clubbe,"
aspace_ref67_wgy,192608,"Lady Beaconsfield (Mary Anne Disraeli) to C. W. Clubbe,"
aspace_ref68_s9y,192609,"Lady Beaconsfield (Mary Anne Disraeli) to C. W. Clubbe,"
aspace_ref69_cc5,192610,"Lady Beaconsfield (Mary Anne Disraeli) to C. W. Clubbe,"
aspace_ref75_sfm,192616,"Benjamin Disraeli to Mrs. C. W. Clubbe,"
aspace_ref79_poy,192619,"Margaret Barbee to C. W. Clubbe,"
aspace_ref80_j9h,192620,"Emily Barbee to C. W. Clubbe,"
aspace_ref81_fhc,192621,"C. W. Clubbe to Mrs. C. W. Clubbe,"
aspace_ref82_bwk,192622,"C. W. Clubbe's Mother to C. W. Clubbe,"
aspace_ref83_5gv,192623,"unknown to C. W. Clubbe,"
aspace_ref84_235,192624,"Four Envelopes addressed to C. W. Clubbe,"
aspace_ref86_ekx,192625,"Invitation to royal visit of University of Cambridge,"
aspace_ref87_h1q,192626,"Marriage License for Mr. and Mrs. C. W. Clubbe,"
aspace_ref88_hww,192627,"Invitation to consecration of the Chapel of St. Johns College, Cambridge,"
aspace_ref18_j26,192631,"Sir George Morgan to F. H. Hill,"
aspace_ref22_93b,192634,"Stafford Harry Northcote, viscount St. Cyres to F. H. Hill,"
aspace_ref35_xad,192646,"Francis Knollys Caversham to F. H. Hill,"
aspace_ref42_rau,192654,"Newton Walop Portsmouth (Lymington?) to F. H. Hill,"
aspace_ref58_3nm,192670,"F. C. Barnard? to F. H. Hill,"
aspace_ref61_nxf,192673,"Edmund Yates to F. H. Hill,"
aspace_ref63_bqa,192675,"Sir William Priestley to F. H. Hill,"
aspace_ref66_dmj,192678,"E. H. B. Strafford? (Sinfield) to F. H. Hill,"
aspace_ref83_jbx,192692,"Guillaume Guizot to unknown (madame),"
aspace_ref89_jdi,192698,"F. A. R. Russell to F. H. Hill,"
aspace_ref17_al7,192717,"Letter from W. H. Henderson to George W. Frost,"
aspace_ref18_ew5,192718,"Order from Gideon Welles to George W. Frost,"
aspace_ref19_fmt,192719,"Letter from M. Devenhewes(?) to George W. Frost,"
aspace_ref20_5jo,192720,"Letter from officers of U.S.S. Circassion to unknown (probably commander of the ship),"
aspace_ref21_hcq,192721,"Order from S. F. Du Pont to George W. Frost,"
aspace_ref22_yg5,192722,"Order from S. F. Du Pont to George W. Frost,"
aspace_ref23_4mu,192723,"Letter from S. F. Du Pont to George W. Frost,"
aspace_ref24_mdq,192724,"Order from S. F. Du Pont to George W. Frost,"
aspace_ref25_j58,192725,"Message from Fourth Auditor's Office to George W. Frost,"
aspace_ref26_3b6,192726,"Letter from George W. Frost to Katie Frost,"
aspace_ref27_chq,192727,"Order from Gideon Welles to George W. Frost,"
aspace_ref28_e82,192728,"Order from Gideon Welles to George W. Frost,"
aspace_ref29_mhp,192729,"Order from David D. Porter to George W. Frost,"
